cellule,proxy,résolution,n,accord,ic95_bas,ic95_haut,désaccords,égalités_binance,mouvement_cl_médian_désaccords_pb,mouvement_cl_médian_tous_pb,description
BTC 5m,x_twap60_1s_lag4,1s,2016,0.9821428571428571,0.9753779942626734,0.9870737148218408,36,0,0.13349429798195644,5.626731721559966,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
BTC 5m,c_window_twap_vs_open_1m,1m,2016,0.8571428571428571,0.8411877671706436,0.8717394247438113,288,0,1.8011990071329163,5.626731721559966,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
BTC 5m,c_window_twap_vs_open_1s,1s,2016,0.8422619047619048,0.8257015704518773,0.8575203217994753,318,0,1.813616704041238,5.626731721559966,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
BTC 15m,a_close_vs_open_1m,1m,672,0.9479166666666666,0.9284262036613979,0.9623150587882647,35,0,1.5820468862346793,10.436641572727032,(a) close de la bougie 1m finissant à la fin ≥ open de la bougie 1m commençant au début
BTC 15m,a2_close_vs_close_1m,1m,672,0.9479166666666666,0.9284262036613979,0.9623150587882647,35,0,1.5820468862346793,10.436641572727032,(a') close 1m à la fin ≥ close 1m de la bougie précédant l'ouverture (= label r_h actuel)
BTC 15m,b_vwap_last_vs_first_1m,1m,672,0.9226190476190477,0.8999293328601999,0.9405042835374887,52,0,2.15359113929754,10.436641572727032,(b) VWAP 1m de la dernière minute ≥ VWAP 1m de la PREMIÈRE minute de la fenêtre
BTC 15m,b_ohlc4_last_vs_first_1m,1m,672,0.9270833333333334,0.9049036963251591,0.9444077399640545,49,0,2.009065206182598,10.436641572727032,(b) (O+H+L+C)/4 dernière minute ≥ idem première minute de la fenêtre
BTC 15m,b_vwap_last_vs_prev_1m,1m,672,0.9761904761904762,0.9616751882426756,0.9852922668533114,16,0,0.2660917095014088,10.436641572727032,(b*) VWAP 1m de la dernière minute ≥ VWAP 1m de la minute PRÉCÉDANT l'ouverture
BTC 15m,b_ohlc4_last_vs_prev_1m,1m,672,0.9761904761904762,0.9616751882426756,0.9852922668533114,16,0,0.4858016272783048,10.436641572727032,(b*) (O+H+L+C)/4 dernière minute ≥ idem minute précédant l'ouverture
BTC 15m,b_twap60_last_vs_first_1s,1s,672,0.9226190476190477,0.8999293328601999,0.9405042835374887,52,0,2.169534558531592,10.436641572727032,"(b) moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S, S+60] (première minute)"
BTC 15m,b_twap60_1s,1s,672,0.9851190476190477,0.9728257735516298,0.991897321327407,10,0,0.22825180333652673,10.436641572727032,"(b*) TWAP60 exact : moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S−60, S]"
BTC 15m,b_vwap60_1s,1s,672,0.9761904761904762,0.9616751882426756,0.9852922668533114,16,0,0.2660917095014088,10.436641572727032,"(b*) VWAP 60 s (1s) sur (E−60, E] ≥ VWAP 60 s sur (S−60, S]"
BTC 15m,b_twap30_1s,1s,672,0.96875,0.9526997774443648,0.9794713111657474,21,0,0.7542022735456133,10.436641572727032,(contrôle) TWAP 30 s (1s) fin ≥ début — pour vérifier la fenêtre de 60 s
BTC 15m,x_twap60_1s_lag4,1s,672,0.9851190476190477,0.9728257735516298,0.991897321327407,10,0,0.21272201454779416,10.436641572727032,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
BTC 15m,c_window_twap_vs_open_1m,1m,672,0.8363095238095238,0.806437298571237,0.8623584665903038,110,0,2.529013918824978,10.436641572727032,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
BTC 15m,c_window_twap_vs_open_1s,1s,672,0.8333333333333334,0.8032773178841921,0.8595999006829989,112,0,2.529013918824978,10.436641572727032,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
ETH 5m,a_close_vs_open_1m,1m,2015,0.8724565756823821,0.8571791510141088,0.8863165249220321,257,4,2.5533691358592496,8.019443573317023,(a) close de la bougie 1m finissant à la fin ≥ open de la bougie 1m commençant au début
ETH 5m,a2_close_vs_close_1m,1m,2015,0.8719602977667493,0.8566597563806769,0.8858452524322978,258,4,2.546282425855022,8.019443573317023,(a') close 1m à la fin ≥ close 1m de la bougie précédant l'ouverture (= label r_h actuel)
ETH 5m,b_vwap_last_vs_first_1m,1m,2015,0.8699751861042183,0.8545828904423413,0.8839594498779692,262,0,2.7481693273413716,8.019443573317023,(b) VWAP 1m de la dernière minute ≥ VWAP 1m de la PREMIÈRE minute de la fenêtre
ETH 5m,b_ohlc4_last_vs_first_1m,1m,2015,0.8789081885856079,0.8639379642762767,0.8924363842610231,244,0,2.575193038099297,8.019443573317023,(b) (O+H+L+C)/4 dernière minute ≥ idem première minute de la fenêtre
ETH 5m,b_vwap_last_vs_prev_1m,1m,2015,0.9568238213399504,0.9470457195378265,0.9648633673365475,87,0,0.6721148947418039,8.019443573317023,(b*) VWAP 1m de la dernière minute ≥ VWAP 1m de la minute PRÉCÉDANT l'ouverture
ETH 5m,b_ohlc4_last_vs_prev_1m,1m,2015,0.9518610421836228,0.9416240005272866,0.9603784151154265,97,1,0.779196613733176,8.019443573317023,(b*) (O+H+L+C)/4 dernière minute ≥ idem minute précédant l'ouverture
ETH 5m,b_twap60_last_vs_first_1s,1s,2015,0.8734491315136477,0.8582181565356239,0.8872588536468491,255,0,2.6192867886738824,8.019443573317023,"(b) moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S, S+60] (première minute)"
ETH 5m,b_twap60_1s,1s,2015,0.9861042183622829,0.9799898018588606,0.9903686452823119,28,0,0.38271947410710505,8.019443573317023,"(b*) TWAP60 exact : moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S−60, S]"
ETH 5m,b_vwap60_1s,1s,2015,0.9568238213399504,0.9470457195378265,0.9648633673365475,87,0,0.6721148947418039,8.019443573317023,"(b*) VWAP 60 s (1s) sur (E−60, E] ≥ VWAP 60 s sur (S−60, S]"
ETH 5m,b_twap30_1s,1s,2015,0.9364764267990074,0.92497400777691,0.9463177270476548,128,0,1.4774382189183877,8.019443573317023,(contrôle) TWAP 30 s (1s) fin ≥ début — pour vérifier la fenêtre de 60 s
ETH 5m,x_twap60_1s_lag4,1s,2015,0.9930521091811414,0.9883709871123998,0.9958567997530978,14,0,0.21129310696145243,8.019443573317023,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
ETH 5m,c_window_twap_vs_open_1m,1m,2015,0.8590570719602978,0.8431796566001816,0.8735680070104753,284,2,2.5297203249875126,8.019443573317023,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
ETH 5m,c_window_twap_vs_open_1s,1s,2015,0.8481389578163772,0.8318071744591106,0.8631458124418926,306,0,2.7624364129754793,8.019443573317023,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
ETH 15m,a_close_vs_open_1m,1m,672,0.9300595238095238,0.9082313811023175,0.946998601781246,47,0,2.2785007627131595,13.396136636793178,(a) close de la bougie 1m finissant à la fin ≥ open de la bougie 1m commençant au début
ETH 15m,a2_close_vs_close_1m,1m,672,0.9315476190476191,0.9098988526490588,0.9482904035316795,46,1,2.2975546726867417,13.396136636793178,(a') close 1m à la fin ≥ close 1m de la bougie précédant l'ouverture (= label r_h actuel)
ETH 15m,b_vwap_last_vs_first_1m,1m,672,0.9196428571428571,0.8966238401525645,0.9378912296507741,54,0,2.7047726943230654,13.396136636793178,(b) VWAP 1m de la dernière minute ≥ VWAP 1m de la PREMIÈRE minute de la fenêtre
ETH 15m,b_ohlc4_last_vs_first_1m,1m,672,0.9270833333333334,0.9049036963251591,0.9444077399640545,49,0,2.621630637118616,13.396136636793178,(b) (O+H+L+C)/4 dernière minute ≥ idem première minute de la fenêtre
ETH 15m,b_vwap_last_vs_prev_1m,1m,672,0.9776785714285714,0.9634995482565747,0.9864271801365874,15,0,1.1200273799640734,13.396136636793178,(b*) VWAP 1m de la dernière minute ≥ VWAP 1m de la minute PRÉCÉDANT l'ouverture
ETH 15m,b_ohlc4_last_vs_prev_1m,1m,672,0.9776785714285714,0.9634995482565747,0.9864271801365874,15,0,1.088028770404322,13.396136636793178,(b*) (O+H+L+C)/4 dernière minute ≥ idem minute précédant l'ouverture
ETH 15m,b_twap60_last_vs_first_1s,1s,672,0.9226190476190477,0.8999293328601999,0.9405042835374887,52,0,2.2975546726867417,13.396136636793178,"(b) moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S, S+60] (première minute)"
ETH 15m,b_twap60_1s,1s,672,0.9940476190476191,0.9847958247691908,0.9976829098928959,4,0,0.15499488481120213,13.396136636793178,"(b*) TWAP60 exact : moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S−60, S]"
ETH 15m,b_vwap60_1s,1s,672,0.9776785714285714,0.9634995482565747,0.9864271801365874,15,0,1.1200273799640734,13.396136636793178,"(b*) VWAP 60 s (1s) sur (E−60, E] ≥ VWAP 60 s sur (S−60, S]"
ETH 15m,b_twap30_1s,1s,672,0.9717261904761905,0.9562636209949665,0.9818260142094956,19,0,1.9298026692368466,13.396136636793178,(contrôle) TWAP 30 s (1s) fin ≥ début — pour vérifier la fenêtre de 60 s
ETH 15m,x_twap60_1s_lag4,1s,672,0.9925595238095238,0.9827016070349145,0.9968178543299971,5,0,0.15499488481120213,13.396136636793178,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
ETH 15m,c_window_twap_vs_open_1m,1m,672,0.8541666666666666,0.8254681859404328,0.8788388587872075,98,0,4.112311733575738,13.396136636793178,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
ETH 15m,c_window_twap_vs_open_1s,1s,672,0.8526785714285714,0.8238773913816617,0.8774703800488037,99,0,4.154876121976439,13.396136636793178,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
SOL 5m,a_close_vs_open_1m,1m,2016,0.8893849206349206,0.8749454579401366,0.9023432165777068,223,40,2.7107975573844847,10.49955392536535,(a) close de la bougie 1m finissant à la fin ≥ open de la bougie 1m commençant au début
SOL 5m,a2_close_vs_close_1m,1m,2016,0.8859126984126984,0.8712945709359894,0.8990628669937968,230,47,2.8439467719265483,10.49955392536535,(a') close 1m à la fin ≥ close 1m de la bougie précédant l'ouverture (= label r_h actuel)
SOL 5m,b_vwap_last_vs_first_1m,1m,2016,0.8829365079365079,0.868168482176038,0.8962478958211275,236,0,2.9477361489613276,10.49955392536535,(b) VWAP 1m de la dernière minute ≥ VWAP 1m de la PREMIÈRE minute de la fenêtre
SOL 5m,b_ohlc4_last_vs_first_1m,1m,2016,0.8973214285714286,0.8833065352404028,0.9098249657644284,207,7,2.5844179413798534,10.49955392536535,(b) (O+H+L+C)/4 dernière minute ≥ idem première minute de la fenêtre
SOL 5m,b_vwap_last_vs_prev_1m,1m,2016,0.9657738095238095,0.9569096789213857,0.9728662005337162,69,0,1.2954863099544935,10.49955392536535,(b*) VWAP 1m de la dernière minute ≥ VWAP 1m de la minute PRÉCÉDANT l'ouverture
SOL 5m,b_ohlc4_last_vs_prev_1m,1m,2016,0.9618055555555556,0.9525224669935317,0.9693319992180762,77,7,1.2938708152684595,10.49955392536535,(b*) (O+H+L+C)/4 dernière minute ≥ idem minute précédant l'ouverture
SOL 5m,b_twap60_last_vs_first_1s,1s,2016,0.8869047619047619,0.8723372594352158,0.9000005318054437,228,0,2.9477361489613276,10.49955392536535,"(b) moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S, S+60] (première minute)"
SOL 5m,b_twap60_1s,1s,2016,0.9890873015873016,0.9835317263750927,0.992782455885536,22,0,0.2958339723723272,10.49955392536535,"(b*) TWAP60 exact : moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S−60, S]"
SOL 5m,b_vwap60_1s,1s,2016,0.9657738095238095,0.9569096789213857,0.9728662005337162,69,0,1.2954863099544935,10.49955392536535,"(b*) VWAP 60 s (1s) sur (E−60, E] ≥ VWAP 60 s sur (S−60, S]"
SOL 5m,b_twap30_1s,1s,2016,0.9424603174603174,0.9314282165661492,0.9518093600834256,116,1,1.5973498873156315,10.49955392536535,(contrôle) TWAP 30 s (1s) fin ≥ début — pour vérifier la fenêtre de 60 s
SOL 5m,x_twap60_1s_lag4,1s,2016,0.9940476190476191,0.9896242171272305,0.9965917316877657,12,0,0.16013270340057234,10.49955392536535,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
SOL 5m,c_window_twap_vs_open_1m,1m,2016,0.8665674603174603,0.8510242933106149,0.8807162550571384,269,11,3.183762765189454,10.49955392536535,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
SOL 5m,c_window_twap_vs_open_1s,1s,2016,0.8526785714285714,0.8365363301943387,0.8674792718211857,297,1,3.557608403767682,10.49955392536535,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
SOL 15m,a_close_vs_open_1m,1m,672,0.9360119047619048,0.9149166655241352,0.952150410548128,43,9,3.7228788610214734,18.236435054878456,(a) close de la bougie 1m finissant à la fin ≥ open de la bougie 1m commençant au début
SOL 15m,a2_close_vs_close_1m,1m,672,0.9360119047619048,0.9149166655241352,0.952150410548128,43,10,3.9130966899929454,18.236435054878456,(a') close 1m à la fin ≥ close 1m de la bougie précédant l'ouverture (= label r_h actuel)
SOL 15m,b_vwap_last_vs_first_1m,1m,672,0.9345238095238095,0.9132414164118402,0.9508663863632479,44,0,3.5961798912991774,18.236435054878456,(b) VWAP 1m de la dernière minute ≥ VWAP 1m de la PREMIÈRE minute de la fenêtre
SOL 15m,b_ohlc4_last_vs_first_1m,1m,672,0.9419642857142857,0.921646157695478,0.957258011565485,39,1,2.7953357754896486,18.236435054878456,(b) (O+H+L+C)/4 dernière minute ≥ idem première minute de la fenêtre
SOL 15m,b_vwap_last_vs_prev_1m,1m,672,0.9761904761904762,0.9616751882426756,0.9852922668533114,16,0,0.7873787176342052,18.236435054878456,(b*) VWAP 1m de la dernière minute ≥ VWAP 1m de la minute PRÉCÉDANT l'ouverture
SOL 15m,b_ohlc4_last_vs_prev_1m,1m,672,0.9836309523809523,0.9709280841574123,0.9908357374244495,11,2,1.22564644734776,18.236435054878456,(b*) (O+H+L+C)/4 dernière minute ≥ idem minute précédant l'ouverture
SOL 15m,b_twap60_last_vs_first_1s,1s,672,0.9360119047619048,0.9149166655241352,0.952150410548128,43,0,3.9130966899929454,18.236435054878456,"(b) moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S, S+60] (première minute)"
SOL 15m,b_twap60_1s,1s,672,0.9940476190476191,0.9847958247691908,0.9976829098928959,4,0,0.10434402536934434,18.236435054878456,"(b*) TWAP60 exact : moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S−60, S]"
SOL 15m,b_vwap60_1s,1s,672,0.9761904761904762,0.9616751882426756,0.9852922668533114,16,0,0.7873787176342052,18.236435054878456,"(b*) VWAP 60 s (1s) sur (E−60, E] ≥ VWAP 60 s sur (S−60, S]"
SOL 15m,b_twap30_1s,1s,672,0.9642857142857143,0.9474086333947567,0.9758846353238309,24,0,1.5772270321064243,18.236435054878456,(contrôle) TWAP 30 s (1s) fin ≥ début — pour vérifier la fenêtre de 60 s
SOL 15m,x_twap60_1s_lag4,1s,672,0.9925595238095238,0.9827016070349145,0.9968178543299971,5,0,0.15905944439839018,18.236435054878456,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
SOL 15m,c_window_twap_vs_open_1m,1m,672,0.8422619047619048,0.8127670964688357,0.8678657618814051,106,1,6.193211939598072,18.236435054878456,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
SOL 15m,c_window_twap_vs_open_1s,1s,672,0.8407738095238095,0.8111833947086008,0.866490190344465,107,0,6.549586502720279,18.236435054878456,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
Tous 5m,a_close_vs_open_1m,1m,6047,0.8812634364147511,0.8728671140247557,0.8891756404905831,718,44,2.236742343114698,7.758569740946227,(a) close de la bougie 1m finissant à la fin ≥ open de la bougie 1m commençant au début
Tous 5m,a2_close_vs_close_1m,1m,6047,0.8801058376054242,0.8716760326040546,0.8880529941812442,725,55,2.2645144994753665,7.758569740946227,(a') close 1m à la fin ≥ close 1m de la bougie précédant l'ouverture (= label r_h actuel)
Tous 5m,b_vwap_last_vs_first_1m,1m,6047,0.871010418389284,0.8623258550931887,0.8792238823846523,780,0,2.310797395334156,7.758569740946227,(b) VWAP 1m de la dernière minute ≥ VWAP 1m de la PREMIÈRE minute de la fenêtre
Tous 5m,b_ohlc4_last_vs_first_1m,1m,6047,0.8837440052918802,0.8754202735840901,0.8915804689241915,703,8,2.0648428667553276,7.758569740946227,(b) (O+H+L+C)/4 dernière minute ≥ idem première minute de la fenêtre
Tous 5m,b_vwap_last_vs_prev_1m,1m,6047,0.9604762692244088,0.9552659117275677,0.9651019260290841,239,0,0.6721148947418039,7.758569740946227,(b*) VWAP 1m de la dernière minute ≥ VWAP 1m de la minute PRÉCÉDANT l'ouverture
Tous 5m,b_ohlc4_last_vs_prev_1m,1m,6047,0.9546882751777741,0.9491510155455893,0.9596481835608621,274,8,0.8079530473041432,7.758569740946227,(b*) (O+H+L+C)/4 dernière minute ≥ idem minute précédant l'ouverture
Tous 5m,b_twap60_last_vs_first_1s,1s,6047,0.8759715561435423,0.8674241558448118,0.8840415576189152,750,0,2.164153130468993,7.758569740946227,"(b) moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S, S+60] (première minute)"
Tous 5m,b_twap60_1s,1s,6047,0.9849512154787498,0.981560261035281,0.987726391585075,91,0,0.27225934984893924,7.758569740946227,"(b*) TWAP60 exact : moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S−60, S]"
Tous 5m,b_vwap60_1s,1s,6047,0.9604762692244088,0.9552659117275677,0.9651019260290841,239,0,0.6721148947418039,7.758569740946227,"(b*) VWAP 60 s (1s) sur (E−60, E] ≥ VWAP 60 s sur (S−60, S]"
Tous 5m,b_twap30_1s,1s,6047,0.9389780056226228,0.9326614552365668,0.9447371532479123,369,1,1.3673650752799031,7.758569740946227,(contrôle) TWAP 30 s (1s) fin ≥ début — pour vérifier la fenêtre de 60 s
Tous 5m,x_twap60_1s_lag4,1s,6047,0.9897469819745328,0.9868788142690622,0.991993281804317,62,0,0.16013270340057234,7.758569740946227,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
Tous 5m,c_window_twap_vs_open_1m,1m,6047,0.860922771622292,0.851971784232965,0.8694154687402411,841,13,2.4260249245356422,7.758569740946227,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
Tous 5m,c_window_twap_vs_open_1s,1s,6047,0.8476930709442699,0.8384159089079717,0.8565287414362053,921,1,2.669443359226547,7.758569740946227,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
Tous 15m,a_close_vs_open_1m,1m,2016,0.9379960317460317,0.9266126719487116,0.9477133148019325,125,9,2.512216542925585,13.56844405971366,(a) close de la bougie 1m finissant à la fin ≥ open de la bougie 1m commençant au début
Tous 15m,a2_close_vs_close_1m,1m,2016,0.9384920634920635,0.927146946655785,0.9481692167502959,124,11,2.5636667926504315,13.56844405971366,(a') close 1m à la fin ≥ close 1m de la bougie précédant l'ouverture (= label r_h actuel)
Tous 15m,b_vwap_last_vs_first_1m,1m,2016,0.9255952380952381,0.9133123925377765,0.9362591778269492,150,0,2.6166512502334025,13.56844405971366,(b) VWAP 1m de la dernière minute ≥ VWAP 1m de la PREMIÈRE minute de la fenêtre
Tous 15m,b_ohlc4_last_vs_first_1m,1m,2016,0.9320436507936508,0.9202155586934476,0.9422283081919557,137,1,2.524579597430764,13.56844405971366,(b) (O+H+L+C)/4 dernière minute ≥ idem première minute de la fenêtre
Tous 15m,b_vwap_last_vs_prev_1m,1m,2016,0.9766865079365079,0.9691369247126105,0.9824228411620997,47,0,0.7873787176342052,13.56844405971366,(b*) VWAP 1m de la dernière minute ≥ VWAP 1m de la minute PRÉCÉDANT l'ouverture
Tous 15m,b_ohlc4_last_vs_prev_1m,1m,2016,0.9791666666666666,0.9719601976873257,0.9845504514645681,42,2,0.9383494275802848,13.56844405971366,(b*) (O+H+L+C)/4 dernière minute ≥ idem minute précédant l'ouverture
Tous 15m,b_twap60_last_vs_first_1s,1s,2016,0.9270833333333334,0.9149031114357271,0.9376389888953087,147,0,2.5532978987271937,13.56844405971366,"(b) moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S, S+60] (première minute)"
Tous 15m,b_twap60_1s,1s,2016,0.9910714285714286,0.9859300420126201,0.9943448468697557,18,0,0.19737742569798875,13.56844405971366,"(b*) TWAP60 exact : moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S−60, S]"
Tous 15m,b_vwap60_1s,1s,2016,0.9766865079365079,0.9691369247126105,0.9824228411620997,47,0,0.7873787176342052,13.56844405971366,"(b*) VWAP 60 s (1s) sur (E−60, E] ≥ VWAP 60 s sur (S−60, S]"
Tous 15m,b_twap30_1s,1s,2016,0.9682539682539683,0.9596656459428994,0.9750611167893861,64,0,1.3234053733659963,13.56844405971366,(contrôle) TWAP 30 s (1s) fin ≥ début — pour vérifier la fenêtre de 60 s
Tous 15m,x_twap60_1s_lag4,1s,2016,0.9900793650793651,0.9847257312362061,0.9935688043352962,20,0,0.17990763683571764,13.56844405971366,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
Tous 15m,c_window_twap_vs_open_1m,1m,2016,0.8442460317460317,0.8277633967029987,0.859419202170101,314,1,3.9130966899929454,13.56844405971366,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
Tous 15m,c_window_twap_vs_open_1s,1s,2016,0.8422619047619048,0.8257015704518773,0.8575203217994753,318,0,3.94196601225762,13.56844405971366,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
Tous,a_close_vs_open_1m,1m,8063,0.8954483442887263,0.8885802351999328,0.9019398117041741,843,53,2.265541222424452,8.791095601947179,(a) close de la bougie 1m finissant à la fin ≥ open de la bougie 1m commençant au début
Tous,a2_close_vs_close_1m,1m,8063,0.8947042043904254,0.8878155328810157,0.901216942976698,849,66,2.293532709217044,8.791095601947179,(a') close 1m à la fin ≥ close 1m de la bougie précédant l'ouverture (= label r_h actuel)
Tous,b_vwap_last_vs_first_1m,1m,8063,0.8846583157633635,0.877501885009149,0.8914483817222566,930,0,2.40692367313019,8.791095601947179,(b) VWAP 1m de la dernière minute ≥ VWAP 1m de la PREMIÈRE minute de la fenêtre
Tous,b_ohlc4_last_vs_first_1m,1m,8063,0.8958204142378767,0.8889626257801523,0.9023012066471511,840,9,2.119234463380569,8.791095601947179,(b) (O+H+L+C)/4 dernière minute ≥ idem première minute de la fenêtre
Tous,b_vwap_last_vs_prev_1m,1m,8063,0.9645293315143247,0.9602656320092879,0.9683505937016521,286,0,0.7032040008525642,8.791095601947179,(b*) VWAP 1m de la dernière minute ≥ VWAP 1m de la minute PRÉCÉDANT l'ouverture
Tous,b_ohlc4_last_vs_prev_1m,1m,8063,0.9608086320228203,0.9563488486639176,0.9648295218150564,316,10,0.8145332888326683,8.791095601947179,(b*) (O+H+L+C)/4 dernière minute ≥ idem minute précédant l'ouverture
Tous,b_twap60_last_vs_first_1s,1s,8063,0.8887510852040184,0.8817015902036023,0.8954303172829658,897,0,2.2551206833111666,8.791095601947179,"(b) moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S, S+60] (première minute)"
Tous,b_twap60_1s,1s,8063,0.9864814585142007,0.9837190829654685,0.9887804886140701,109,0,0.2403150408594344,8.791095601947179,"(b*) TWAP60 exact : moyenne des closes 1s sur (E−60, E] ≥ moyenne sur (S−60, S]"
Tous,b_vwap60_1s,1s,8063,0.9645293315143247,0.9602656320092879,0.9683505937016521,286,0,0.7032040008525642,8.791095601947179,"(b*) VWAP 60 s (1s) sur (E−60, E] ≥ VWAP 60 s sur (S−60, S]"
Tous,b_twap30_1s,1s,8063,0.9462979040059531,0.9411613589452128,0.9510093761290943,433,1,1.364235668147563,8.791095601947179,(contrôle) TWAP 30 s (1s) fin ≥ début — pour vérifier la fenêtre de 60 s
Tous,x_twap60_1s_lag4,1s,8063,0.9898300880565546,0.987394938280869,0.9917987030074388,82,0,0.16205974580095361,8.791095601947179,"(exploratoire) TWAP60 1s décalé de 4 s : moyenne sur (t−64, t−4] — décalage choisi sur ces données"
Tous,c_window_twap_vs_open_1m,1m,8063,0.8567530695770805,0.8489363360008008,0.8642300164908611,1155,14,2.74266761527487,8.791095601947179,(c) moyenne des closes 1m de toute la fenêtre ≥ open 1m au début
Tous,c_window_twap_vs_open_1s,1s,8063,0.8463351110008681,0.8382986668781212,0.854041690964036,1239,1,2.9067870192652103,8.791095601947179,(c) moyenne des closes 1s de toute la fenêtre ≥ open 1s au début
